CHR,P,exp
2,1.065,0.03154103511047469
2,1.94,0.0315341824997765
2,1.44,0.03152732999720207
2,1.69,0.0315204776027479
2,1.565,0.03151362531641067
2,1.815,0.03150677313818687
18,1.403,0.03149992106807318
18,1.903,0.0314930691060661
20,0.013,0.03148621725216226
18,0.349,0.03147936550635831
18,0.474,0.03147251386865073
18,0.849,0.031465662339036214
18,0.599,0.03145881091751125
18,0.724,0.03145195960407252
18,0.974,0.03144510839871653
13,1.173,0.03143825730143996
13,1.548,0.0314314063122393
13,1.923,0.03142455543111124
13,1.798,0.03141770465805226
16,2.172,0.03141085399305908
16,2.297,0.03140400343612817
16,2.047,0.03139715298725622
16,2.422,0.03139030264643972
16,2.547,0.03138345241367537
16,2.797,0.03137660228895966
16,2.672,0.031369752272289275
4,3.075,0.03136290236366072
4,3.45,0.03135605256307061
17,1.697,0.031349202870515624
17,1.197,0.031342353285992226
11,0.839,0.031335503809497116
11,0.589,0.03132865444102679
11,0.964,0.031321805180577936
11,0.714,0.03131495602814705
11,3.284,0.03130810698373083
20,0.463,0.03130125804732576
8,2.263,0.03129440921892854
8,2.138,0.03128756049853565
8,2.013,0.0312807118861438
8,2.388,0.03127386338174948
8,2.513,0.03126701498534938
8,2.638,0.03126016669693999
8,2.763,0.03125331851651802
10,2.642,0.03124647044407995
22,1.747,0.031239622479622427
22,1.372,0.031232774623142102
22,1.122,0.031225926874635462
16,0.014,0.03121907923409921
5,3.136,0.031212231701529834
6,2.661,0.03120538427692403
6,2.036,0.031198536960278304
6,2.161,0.03119168975158934
6,2.286,0.031184842650853636
6,2.911,0.031177995658067892
6,2.411,0.031171148773228602
6,2.536,0.031164301996332463
6,2.786,0.03115745532737597
5,3.761,0.031150608766355822
3,0.571,0.031143762313268514
3,0.946,0.031136915968110745
3,0.821,0.03113006973087901
3,0.696,0.031123223601570008
7,2.685,0.03111637758018023
21,0.492,0.031109531666706335
16,2.012,0.031102685861144966
16,2.137,0.03109584016349262
16,2.512,0.031088994573745993
16,2.262,0.031082149091901587
16,2.637,0.0310753037179561
17,1.162,0.031068458451906027
17,1.287,0.031061613293748073
4,3.165,0.03105476824347873
4,3.04,0.031047923301094703
4,3.415,0.03104107846659249
4,3.29,0.03103423373996879
13,1.491,0.0310273891212201
13,1.991,0.03102054461034312
13,1.116,0.031013700207334353
13,0.796,0.0310068559121905
13,0.546,0.031000011724908058
13,0.671,0.030993167645483675
21,1.974,0.03098632367391401
21,1.349,0.030979479810195557
21,1.224,0.030972636054325018
21,1.099,0.030965792406298896
21,1.474,0.03095894886611389
18,0.408,0.030952105433766502
18,0.283,0.030945262109253434
14,2.41,0.030938418892571186
14,2.66,0.030931575783716466
14,2.285,0.030924732782685767
14,2.785,0.0309178898894758
9,0.454,0.030911047104083055
9,0.329,0.03090420442650425
14,2.535,0.030897361856735875
2,3.188,0.030890519394774642
14,2.035,0.030883677040617046
14,2.16,0.0308768347942598
5,3.101,0.030869992655699393
6,2.251,0.03086315062493249
6,2.876,0.030856308701955746
6,2.501,0.030849466886765653
5,3.601,0.030842625179358926
6,2.126,0.030835783579732063
6,2.751,0.030828942087881773
6,2.001,0.030822100703804558
6,2.376,0.030815259427497122
6,2.626,0.03080841825895597
21,1.526,0.030801577198177804
17,1.016,0.030794736245159136
17,1.641,0.030787895399896664
17,1.516,0.030781054662386897
17,1.391,0.030774214032626545
17,1.266,0.030767373510612105
17,1.766,0.030760533096340286
17,1.891,0.030753692789807597
20,0.048,0.030746852591010742
19,0.346,0.030740012499946227
19,0.471,0.03073317251661071
19,0.721,0.030726332641000845
19,0.596,0.03071949287311314
19,0.971,0.030712653212944304
4,0.685,0.030705813660490838
4,0.935,0.03069897421574946
4,0.81,0.030692134878716668
4,0.56,0.030685295649389176
4,3.255,0.030678456527763482
7,0.1,0.03067161751383631
7,0.225,0.03066477860760415
5,0.075,0.030657939809063724
5,1.702,0.030651101118211534
5,1.827,0.030644262535044292
5,1.952,0.0306374240595585
21,0.292,0.030630585691750877
21,0.417,0.030623747431617925
22,1.311,0.030616909279156303
22,1.811,0.030610071234362678
18,2.796,0.030603233297233547
9,0.171,0.03059639546776563
18,2.546,0.030589557745955433
8,4.261,0.03058272013179967
18,2.046,0.030575882625294842
12,0.711,0.03056904522643767
12,0.586,0.030562207935224656
12,0.836,0.030555370751652516
12,0.961,0.03054853367571776
14,2.75,0.030541696707417097
14,0.202,0.03053485984674704
14,0.327,0.0305280230937043
14,0.452,0.030521186448285387
2,3.028,0.030514349910487015
2,3.153,0.03050751348030569
14,2.0,0.030500677157738135
15,1.15,0.03049384094278085
5,0.871,0.030487004835430508
5,0.621,0.030480168835683764
5,0.746,0.03047333294353713
5,0.246,0.030466497158987325
5,0.371,0.03045966148203086
5,0.496,0.030452825912664443
5,0.121,0.030445990450884593
5,0.996,0.030439155096688018
16,0.273,0.03043231985007124
16,0.398,0.030425484711030962
16,0.523,0.030418649679563706
16,0.773,0.030411814755666185
16,0.648,0.030404979939334907
16,0.898,0.030398145230566595
19,1.087,0.030391310629357758
19,1.212,0.030384476135705114
19,1.337,0.030377641749605173
19,1.587,0.030370807471054657
19,1.712,0.03036397330005007
19,1.837,0.03035713923658809
7,0.317,0.030350305280665377
7,0.442,0.030343471432278443
7,0.192,0.03033663769142401
7,0.067,0.03032980405809859
11,2.489,0.030322970532298904
17,0.895,0.03031613711402146
17,0.395,0.03030930380326298
14,0.507,0.03030247060001998
17,0.514,0.030295637504289177
15,2.312,0.030288804516067087
17,0.264,0.03028197163535043
17,0.389,0.030275138862135717
17,0.889,0.03026830619641967
17,3.41,0.030261473638198803
11,2.177,0.03025464118746984
11,2.302,0.03024780884422929
11,2.052,0.030240976608473833
11,2.427,0.030234144480200127
11,2.552,0.030227312459404694
11,2.927,0.03022048054608425
11,2.802,0.030213648740235317
11,2.677,0.030206817041854614
14,0.169,0.030199985450938657
17,1.802,0.03019315396748417
8,4.351,0.030186322591487666
17,3.299,0.030179491322945867
20,3.073,0.030172660161855294
14,2.465,0.030165829108212666
14,2.715,0.030158998162014505
14,2.09,0.030152167323257525
14,2.215,0.030145336591938254
2,0.548,0.030138505968053408
2,0.673,0.030131675451599504
2,0.923,0.030124845042573272
2,0.798,0.030118014740971224
3,2.393,0.030111184546790036
3,2.768,0.03010435446002638
2,3.118,0.030097524480676773
2,3.993,0.030090694608737943
2,3.868,0.030083864844206405
2,3.368,0.030077035187078882
3,2.018,0.0300702056373519
3,2.268,0.030063376195022178
3,2.643,0.03005654686008624
3,2.143,0.030049717632540805
10,1.536,0.0300428885123824
10,1.911,0.030036059499607744
20,2.397,0.030029230594213367
20,3.333,0.03002240179619598
17,1.429,0.03001557310555212
15,0.495,0.030008744522278502
15,0.995,0.03000191604637165
20,0.117,0.029995087677828238
17,3.625,0.029988259416644944
17,3.125,0.029981431262818287
17,3.0,0.029974603216344996
13,3.829,0.02996777527722159
13,3.954,0.0299609474454448
13,3.329,0.029954119721011144
13,3.454,0.02994729210391735
11,2.017,0.029940464594159947
11,2.517,0.029933637191735654
11,2.142,0.029926809896640996
11,2.642,0.029919982708872705
11,2.767,0.0299131556284273
11,2.267,0.02990632865530151
7,2.096,0.029899501789491863
7,2.846,0.029892675030995082
7,2.221,0.029885848379807692
7,2.471,0.029879021835926424
7,2.596,0.0298721953993478
7,2.346,0.0298653690700685
7,2.721,0.0298585428480852
8,1.621,0.029851716733394425
8,0.222,0.02984489072599291
8,0.097,0.029838064825877173
8,1.246,0.029831239033043945
8,4.691,0.029824413347489753
6,0.072,0.02981758776921133
19,3.264,0.029810762298205198
20,0.492,0.029803936934468086
20,0.367,0.029797111677996525
20,0.242,0.029790286528787242
20,0.867,0.029783461486836763
20,0.617,0.029776636552141824
20,0.992,0.029769811724698947
20,0.742,0.029762987004504866
12,1.183,0.029756162391556106
12,1.058,0.0297493378858494
12,1.683,0.029742513487381276
12,1.808,0.029735689196148413
12,1.933,0.029728865012147495
12,1.558,0.029722040935375046
12,1.308,0.029715216965827806
5,2.244,0.029708393103502293
5,2.119,0.029701569348395244
5,2.744,0.02969474570050319
5,2.494,0.029687922159822862
5,2.619,0.02968109872635079
5,2.369,0.02967427540008371
15,0.199,0.029667452181018142
15,0.324,0.02966062906915083
15,0.449,0.029653806064478296
6,0.368,0.02964698316699728
6,0.118,0.029640160376704305
6,0.493,0.029633337693596114
6,0.618,0.029626515117669228
6,0.993,0.029619692648920337
6,0.243,0.029612870287346126
6,0.743,0.02960604803294312
6,0.868,0.02959922588570806
15,1.995,0.02959240384563747
15,1.37,0.02958558191272809
8,0.041,0.02957876008697645
16,1.245,0.029571938368379288
16,1.37,0.029565116756933133
16,1.12,0.02955829525263472
16,1.495,0.029551473855480587
16,1.745,0.029544652565467466
16,1.62,0.029537831382591886
16,1.87,0.02953101030685059
4,2.148,0.02952418933824011
4,2.273,0.029517368476757178
4,2.023,0.02951054772239833
4,2.398,0.029503727075160305
4,2.523,0.02949690653503963
4,2.648,0.029490086102033002
4,2.898,0.029483265776137097
8,0.064,0.029476445557348456
8,0.314,0.029469625445663814
8,0.189,0.029462805441079706
8,0.439,0.029455985543592873
10,0.805,0.029449165753199842
10,0.93,0.029442346069897356
10,0.68,0.029435526493681953
10,0.555,0.029428707024550367
18,1.522,0.029421887662499136
9,1.11,0.029415068407524995
9,1.36,0.029408249259624486
9,1.235,0.029401430218794346
9,1.61,0.029394611285031107
9,1.735,0.029387792458331514
9,1.485,0.029380973738692102
9,1.86,0.029374155126109608
9,1.985,0.02936733662058057
14,4.088,0.02936051822210168
15,3.238,0.029353699930669625
15,0.166,0.02934688174628094
9,0.709,0.029340063668932374
9,0.959,0.029333245698620457
9,0.834,0.02932642783534193
9,0.584,0.029319610079093335
12,1.523,0.02931279242987141
12,1.023,0.029305974887672694
12,1.898,0.029299157452493927
10,4.225,0.029292340124331653
3,0.545,0.029285522903182606
3,0.67,0.029278705789043333
6,1.609,0.02927188878191057
6,1.359,0.02926507188178086
6,1.734,0.02925825508865094
6,1.859,0.029251438402517357
6,1.234,0.0292446218233768
6,1.109,0.02923780535122596
6,1.484,0.029230988986061374
6,1.984,0.02922417272787979
5,2.084,0.02921735657667775
6,0.21,0.029210540532451992
22,0.768,0.02920372459519906
22,0.393,0.029196908764915697
22,0.268,0.029190093041598444
22,0.518,0.029183277425244045
9,4.004,0.029176461915849043
9,4.254,0.02916964651341018
4,2.738,0.029162831217924
4,2.863,0.029156016029387243
4,2.113,0.029149200947796456
4,2.363,0.029142385973148385
4,0.065,0.029135571105439566
4,0.19,0.02912875634466675
4,0.315,0.029121941690826474
4,0.44,0.02911512714391544
4,2.238,0.02910831270393034
4,2.488,0.029101498370867715
10,1.171,0.029094684144724315
20,2.466,0.02908787002549668
20,2.966,0.029081056013181558
20,2.091,0.029074242107775494
20,2.341,0.02906742830927523
20,2.591,0.029060614617677314
8,3.744,0.029053801032978496
8,3.619,0.029046987555175315
8,3.119,0.02904017418426452
8,3.244,0.029033360920242654
8,3.994,0.02902654776310647
9,1.575,0.029019734712852508
9,1.325,0.029012921769477517
9,1.075,0.02900610893297804
9,1.7,0.028999296203350785
9,1.2,0.028992483580592438
2,2.511,0.02898567106469955
2,2.011,0.028978858655668866
2,2.386,0.028972046353496938
2,2.636,0.028965234158180513
2,2.261,0.028958422069716137
2,2.886,0.028951610088100557
2,2.136,0.028944798213330323
2,2.761,0.028937986445402183
4,0.111,0.028931174784312685
19,1.637,0.028924363230058578
5,2.924,0.02891755178263641
5,2.299,0.02891074044204293
5,2.799,0.02890392920827469
5,2.174,0.02889711808132844
5,2.049,0.028890307061200722
5,2.424,0.028883496147888293
5,2.674,0.028876685341387695
19,0.857,0.028869874641695638
19,0.357,0.028863064048808815
21,0.63,0.02885625356272378
21,0.13,0.028849443183437278
21,0.255,0.028842632910945864
21,0.88,0.02883582274524629
20,0.464,0.028829012686335104
21,1.03,0.028822202734209056
19,1.299,0.0288153928888647
19,1.549,0.028808583150298786
4,0.032,0.028801773518507864
4,0.157,0.02879496399348869
19,1.049,0.028788154575237812
19,1.174,0.028781345263751982
7,0.822,0.02877453605902775
7,0.697,0.028767726961061876
7,0.572,0.02876091796985091
7,0.947,0.028754109085391596
10,1.136,0.028747300307680496
10,1.011,0.02874049163671431
10,1.261,0.028733683072489743
10,1.511,0.028726874615003343
10,1.386,0.02872006626425187
10,1.886,0.02871325802023187
10,1.636,0.028706449882940105
10,1.761,0.02869964185237312
22,2.404,0.02869283392852768
4,0.055,0.028686026111400326
14,2.091,0.028679218400987822
14,2.341,0.02867241079728672
14,2.716,0.028665603300293777
14,2.841,0.02865879591000554
20,2.056,0.028651988626418774
14,2.427,0.028645181449530023
14,2.552,0.028638374379336053
14,2.802,0.028631567415833413
14,2.677,0.02862476055901881
14,2.177,0.028617953808888954
7,4.934,0.02861114716544039
8,3.084,0.02860434062866989
8,3.334,0.028597534198573995
8,3.209,0.028590727875149467
4,0.078,0.028583921658392866
11,0.634,0.028577115548300943
11,0.134,0.02857030954487026
11,0.384,0.028563503648097573
11,0.884,0.028556697857979433
11,0.259,0.028549892174512606
11,0.759,0.028543086597693643
2,2.476,0.028536281127519304
2,2.101,0.02852947576398615
2,2.351,0.028522670507090935
2,2.226,0.028515865356830216
2,0.178,0.028509060313200753
2,0.428,0.028502255376199107
2,0.303,0.02849545054582198
2,2.601,0.02848864582206609
19,1.891,0.028481841204927985
19,1.391,0.028475036694404435
18,1.885,0.02846823229049199
18,1.135,0.028461427993187415
18,1.635,0.02845462380248727
18,1.26,0.02844781971838831
18,1.01,0.028441015740887098
18,1.51,0.02843421186998039
4,0.874,0.028427408105664752
4,0.624,0.028420604447936943
4,0.124,0.02841380089679352
4,0.249,0.02840699745223125
4,0.999,0.028400194114246685
4,0.749,0.02839339088283659
4,0.374,0.028386587757997527
4,0.499,0.028379784739726258
7,1.063,0.028372981828019343
7,1.313,0.028366179022873493
7,1.563,0.02835937632428542
7,1.438,0.028352573732251685
16,3.333,0.028345771246769052
17,2.733,0.028338968867834085
17,2.358,0.02833216659544354
17,2.858,0.028325364429593984
17,2.483,0.028318562370282182
17,2.108,0.02831176041750469
17,2.233,0.028304958571258275
11,1.25,0.0282981568315395
11,1.0,0.02829135519834513
11,0.101,0.028284553671671722
11,0.226,0.028277752251516047
11,1.875,0.028270950937874663
11,1.375,0.02826414973074434
11,1.125,0.028257348630121637
11,1.75,0.028250547636003268
11,1.5,0.028243746748385954
11,1.625,0.02823694596726625
8,3.049,0.028230145292640927
20,2.021,0.028223344724506546
20,2.396,0.02821654426285988
22,1.152,0.028209743907697482
22,1.527,0.028202943659016128
2,0.145,0.028196143516812378
22,1.402,0.028189343481083
22,1.027,0.028182543551824552
22,1.652,0.028175743729033812
22,1.777,0.02816894401270734
2,2.691,0.028162144402841902
2,2.066,0.028155344899434064
2,2.316,0.0281485455024806
2,2.566,0.028141746211978062
2,2.191,0.02813494702792323
2,2.441,0.028128147950312665
2,2.816,0.028121348979143083
7,0.018,0.028114550114411208
15,0.76,0.0281077513561136
18,0.453,0.028100952704247034
18,0.203,0.02809415415880807
18,0.328,0.028087355719793483
6,3.072,0.028080557387199837
3,1.107,0.028073759161023903
3,1.607,0.02806696104126224
3,1.357,0.028060163027911634
3,1.232,0.028053365120968638
3,1.482,0.028046567320430028
3,1.857,0.02803976962629237
3,1.982,0.02803297203855244
3,1.732,0.0280261745572068
17,2.073,0.028019377182252222
17,2.198,0.028012579913685276
17,2.323,0.02800578275150273
17,2.948,0.027998985695701157
13,2.027,0.027992188746277274
13,2.652,0.027985391903227807
13,2.152,0.027978595166549318
13,2.277,0.027971798536238584
13,2.402,0.027965002012292173
12,0.085,0.02795820559470686
13,2.777,0.02795140928347921
8,0.569,0.027944613078605997
8,0.694,0.027937816980083793
8,0.819,0.027931020987909373
8,0.944,0.0279242251020793
8,3.139,0.027917429322590354
8,3.264,0.0279106336494391
8,3.389,0.02790383808262232
18,2.77,0.027897042622136572
18,2.895,0.027890247267978643
18,2.231,0.027883452020145097
18,2.606,0.02787665687863266
21,0.337,0.027869861843438055
21,0.462,0.027863066914557852
6,1.762,0.02785627209198883
6,1.512,0.027849477375727558
14,3.821,0.027842682765770812
8,1.704,0.02783588826211516
8,1.204,0.027829093864757383
8,1.954,0.027822299573694052
8,1.829,0.027815505388921944
8,1.579,0.027808711310437627
8,1.329,0.027801917338237885
8,1.454,0.027795123472319282
10,1.765,0.0277883297126786
12,0.381,0.02778153605931241
12,0.131,0.027774742512217492
12,0.256,0.027767949071390418
12,0.631,0.027761155736827966
12,0.506,0.027754362508526705
12,0.756,0.02774756938648337
12,0.881,0.027740776370694678
15,0.015,0.02773398346115721
6,3.162,0.027727190657867745
6,3.037,0.027720397960822853
3,0.3,0.027713605370019316
3,0.175,0.027706812885453708
3,0.425,0.027700020507122804
6,3.287,0.027693228235023185
17,2.038,0.027686436069151627
17,2.163,0.027679644009504706
17,2.413,0.027672852056079198
4,1.346,0.027666060208871687
4,1.221,0.027659268467878945
4,1.596,0.027652476833097548
4,1.096,0.027645685304524284
4,1.471,0.02763889388215572
4,1.846,0.02763210256598859
4,1.971,0.027625311356019627
4,1.721,0.0276185202522454
10,0.152,0.027611729254662695
1,1.72,0.027604938363268088
1,1.095,0.027598147578058358
1,1.345,0.027591356899030087
1,1.845,0.027584566326180053
1,1.595,0.027577775859504834
1,1.22,0.02757098549900121
1,1.47,0.027564195244665763
1,1.97,0.027557405096495277
12,2.424,0.027550615054486322
12,2.174,0.02754382511863569
12,2.924,0.02753703528893995
20,4.144,0.02753024556539589
18,3.957,0.02752345594800009
18,3.207,0.027516666436749333
9,0.933,0.027509877031640196
9,0.683,0.02750308773266941
9,0.558,0.027496298539833715
9,0.808,0.027489509453129682
12,0.223,0.0274827204725541
12,0.098,0.02747593159810354
14,3.661,0.027469142829774803
14,3.161,0.027462354167564453
14,3.286,0.027455565611469286
14,3.536,0.027448777161485877
14,3.411,0.02744198881761101
15,2.811,0.02743520057984127
15,2.436,0.02742841244817344
15,2.061,0.027421624422604096
10,0.073,0.027414836503130032
18,1.518,0.027408048689747826
3,0.142,0.027401260982454264
18,1.268,0.027394473381245926
5,1.532,0.0273876858861196
5,1.907,0.027380898497071867
5,1.407,0.027374111214099467
5,1.282,0.027367324037199128
5,1.157,0.02736053696636744
5,1.657,0.02735375000160118
5,1.782,0.027346963142896943
5,1.032,0.027340176390251505
6,3.877,0.02733338974366146
6,3.252,0.027326603203123585
6,3.627,0.027319816768634472
13,0.888,0.027313030440190903
6,0.135,0.027306244217789464
6,0.385,0.027299458101426945
6,0.51,0.027292672091099927
6,0.885,0.027285886186805202
8,0.577,0.02727910038853935
8,0.702,0.027272314696299163
8,0.827,0.027265529110081222
8,0.952,0.02725874362988227
19,0.45,0.027251958255699045
13,1.538,0.027245172987528127
13,1.288,0.02723838782536631
13,1.663,0.02723160276921018
13,1.913,0.02722481781905652
13,1.413,0.027218032974901923
13,1.163,0.027211248236743178
13,1.788,0.02720446360457687
19,0.2,0.02719767907839979
19,0.325,0.027190894658208523
19,0.495,0.02718411034399986
19,0.995,0.027177326135770393
4,1.311,0.027170542033516907
4,1.436,0.027163758037235988
4,1.061,0.02715697414692443
4,1.811,0.027150190362578826
4,1.561,0.02714340668419596
4,1.936,0.027136623111772416
4,1.186,0.027129839645304948
4,1.686,0.027123056284790288
10,0.994,0.027116273030225024
10,0.369,0.027109489881605952
10,0.244,0.02710270683892966
16,1.9,0.02709592390219294
18,0.442,0.027089141071392382
1,0.413,0.027082358346524775
1,0.288,0.027075575727586714
11,3.088,0.027068793214574987
11,3.338,0.027062010807486186
20,4.234,0.027055228506317103
8,2.817,0.027048446311064334
8,2.067,0.027041664221724663
8,2.442,0.02703488223829469
8,2.192,0.0270281003607712
8,2.567,0.02702131858915079
8,2.692,0.027014536923430255
8,2.317,0.027007755363606178
13,0.082,0.027000973909675312
14,0.556,0.026994192561634395
14,0.806,0.02698741131948002
2,1.459,0.026980630183208988
2,1.834,0.02697384915281788
2,1.334,0.026967068228303498
2,1.084,0.026960287409662435
2,1.709,0.02695350669689148
2,1.209,0.026946726089987234
2,1.959,0.026939945588946485
2,1.584,0.026933165193765832
2,4.029,0.02692638490444207
3,3.054,0.02691960472097179
3,3.304,0.02691282464335179
3,3.429,0.02690604467157866
12,1.422,0.026899264805649203
12,1.922,0.026892485045560008
17,2.883,0.026885705391307822
19,0.167,0.02687892584288939
22,0.957,0.026872146400301312
22,0.582,0.026865367063540382
22,0.707,0.026858587832603194
22,0.832,0.026851808707486546
13,0.378,0.026845029688187035
13,0.253,0.026838250774701457
13,0.503,0.026831471967026406
13,0.128,0.026824693265158683
13,0.628,0.026817914669094882
13,0.753,0.026811136178831803
13,0.878,0.026804357794366043
18,0.516,0.026797579515694395
18,0.641,0.02679080134281346
18,0.391,0.02678402327572004
18,0.766,0.026777245314410728
20,1.129,0.02677046745888232
20,1.254,0.02676368970913142
20,0.23,0.026756912065154775
20,1.504,0.02675013452694913
13,0.049,0.026743357094511085
20,1.004,0.026736579767837443
20,1.629,0.0267298025469248
8,2.157,0.026723025431769954
8,2.282,0.026716248422369505
8,2.032,0.026709471518720256
8,2.907,0.026702694720818803
8,2.532,0.026695918028661947
8,2.407,0.026689141442246288
8,2.782,0.026682364961568627
2,1.049,0.02667558858662556
2,1.549,0.026668812317413894
2,1.174,0.026662036153930223
2,1.424,0.026655260096171356
2,1.674,0.026648484144133882
2,1.924,0.026641708297814565
2,1.799,0.02663493255721015
2,1.299,0.026628156922317237
15,0.028,0.02662138139313263
13,1.494,0.026614605969652927
13,1.744,0.02660783065187494
13,0.22,0.026601055439795254
13,1.369,0.02659428033341069
13,0.095,0.026587505332717837
13,1.244,0.0265807304377135
13,1.119,0.026573955648394286
13,1.619,0.026567180964756996
13,1.869,0.02656040638679823
13,1.994,0.026553631914514795
17,1.756,0.026546857547903292
15,1.775,0.026540083286960524
15,1.275,0.026533309131683096
15,1.025,0.02652653508206781
15,1.4,0.026519761138111272
15,1.525,0.026512987299810234
7,0.523,0.02650621356716145
7,0.773,0.026499439940161528
7,0.648,0.026492666418807268
7,0.898,0.026485893003095277
15,1.65,0.02647911969302236
16,2.031,0.02647234648858512
16,2.156,0.026465573389780363
16,2.906,0.026458800396604698
16,2.656,0.026452027509054923
16,2.406,0.026445254727127648
17,1.181,0.02643848205081968
17,1.056,0.026431709480127623
4,3.809,0.02642493701504828
4,3.684,0.026418164655578263
17,1.556,0.026411392401714376
17,1.431,0.026404620253453224
11,0.698,0.026397848210791615
11,0.573,0.026391076273726152
11,0.823,0.0263843044422536
11,0.948,0.026377532716370708
5,1.067,0.02637076109607409
5,1.942,0.026363989581360547
5,1.817,0.02635721817222669
20,0.364,0.026350446868669327
20,0.864,0.026343675670685067
8,2.372,0.026336904578270714
8,2.497,0.026330133591422878
8,2.247,0.02632336271013837
8,2.122,0.026316591934413793
8,2.747,0.026309821264245963
8,2.622,0.02630305069963148
10,2.153,0.02629628024056716
10,2.028,0.02628950988704961
10,2.653,0.02628273963907564
10,2.528,0.026275969496641856
21,1.743,0.02626919945974502
21,1.493,0.02626242952838189
21,1.118,0.02625565970254908
21,1.243,0.026248889982243395
21,1.618,0.02624212036746145
21,1.368,0.026235350858200054
12,1.93,0.026228581454455814
12,1.43,0.026221812156225544
21,1.993,0.026215042963505852
11,0.029,0.026208273876293552
15,0.678,0.026201504894585254
15,0.553,0.026194736018377768
15,0.803,0.02618796724766771
15,0.928,0.026181198582451885
5,3.245,0.026174430022726906
6,2.395,0.02616766156848959
6,2.77,0.026160893219736542
6,2.645,0.02615412497646458
6,2.27,0.026147356838670314
6,2.02,0.026140588806350507
6,2.145,0.02613382087950192
6,2.52,0.02612705305812117
17,1.271,0.026120285342205063
17,1.146,0.02611351773175022
17,1.396,0.026106750226753447
17,1.771,0.026099982827211363
17,1.021,0.026093215533120776
9,0.017,0.026086448344478305
4,3.274,0.02607968126128076
4,3.024,0.02607291428352476
4,3.399,0.026066147411207115
4,3.649,0.026059380644324438
4,3.149,0.02605261398287355
17,0.754,0.026045847426851055
17,0.254,0.02603908097625378
17,0.129,0.026032314631078333
17,0.504,0.026025548391321526
17,0.629,0.026018782256979983
17,0.379,0.026012016228050463
17,0.879,0.026005250304529732
20,1.484,0.02599848448641441
20,1.109,0.02599171877370131
20,1.734,0.025984953166387045
9,0.04,0.025978187664468435
20,1.859,0.025971422267942097
20,1.359,0.025964656976804844
20,1.984,0.025957891791053296
20,1.609,0.025951126710684266
21,1.958,0.025944361735694376
21,1.458,0.025937596866080437
21,1.333,0.025930832101839073
21,1.833,0.025924067442967096
8,4.28,0.025917302889461126
21,1.583,0.02591053844131798
21,1.083,0.025903774098534275
14,2.769,0.02589700986110678
14,2.644,0.025890245729032264
14,2.519,0.025883481702307344
14,2.394,0.02587671778092884
9,0.063,0.025869953964893368
9,0.188,0.02586319025419775
9,0.313,0.025856426648838603
2,3.422,0.025849663148812745
9,0.438,0.0258428997541168
14,2.019,0.02583613646474758
17,0.166,0.025829373280701708
11,0.019,0.025822610201976008
15,2.612,0.025815847228567092
15,2.737,0.025809084360471787
15,2.487,0.02580232159768671
6,2.11,0.025795558940208678
6,2.86,0.025788796388034316
6,2.235,0.025782033941160448
6,2.61,0.025775271599583684
6,2.485,0.025768509363300805
6,2.735,0.025761747232308577
6,2.36,0.02575498520660362
19,1.231,0.025748223286182762
19,1.106,0.02574146147104262
19,1.731,0.025734699761180015
19,1.356,0.02572793815659157
19,1.606,0.025721176657274105
19,1.856,0.025714415263224245
19,1.481,0.025707653974438815
16,0.165,0.02570089279091443
8,1.706,0.02569413171264792
9,0.109,0.0256873707396359
17,0.453,0.025680609871875197
17,0.328,0.025673849109362434
19,0.705,0.025667088452094436
19,0.955,0.025660327900067822
19,0.83,0.02565356745327937
19,0.58,0.025646807111725855
4,0.919,0.02564004687540389
4,0.669,0.025633286744310313
4,0.544,0.02562652671844174
4,0.794,0.025619766797795
7,0.209,0.02561300698236671
22,1.894,0.0256062472721537
22,1.019,0.025599487667152594
20,3.842,0.025592728167360218
18,2.405,0.025585968772773193
9,0.155,0.02557920948338835
9,0.03,0.02557245029920231
18,2.03,0.0255656912202119
18,2.53,0.025558932246413747
12,0.695,0.02555217337780467
12,0.57,0.025545414614381305
12,0.945,0.025538655956140473
12,0.82,0.025531897403078797
14,2.484,0.025525138955193063
14,0.061,0.025518380612480036
14,0.436,0.02551162237493635
14,0.311,0.025504864242558833
2,3.137,0.025498106215344107
2,3.887,0.025491348293289
2,3.387,0.025484590476390144
2,3.762,0.02547783276464436
2,3.012,0.025471075158048282
14,0.186,0.025464317656598734
20,0.482,0.025457560260292344
20,0.732,0.02545080296912594
20,0.607,0.025444045783096152
20,0.982,0.025437288702199808
5,0.73,0.025430531726433534
5,0.355,0.025423774855794164
5,0.855,0.02541701809027832
5,0.48,0.025410261429882838
5,0.605,0.02540350487460434
5,0.98,0.025396748424439612
9,0.053,0.02538999207938543
12,0.026,0.025383235839438422
16,0.257,0.025376479704595424
16,0.132,0.02536972367485306
16,0.382,0.02536296775020816
16,0.632,0.025356211930657357
16,0.882,0.025349456216197483
16,0.507,0.025342700606825166
16,0.757,0.025335945102537234
19,1.696,0.025329189703330323
19,1.571,0.02532243440920126
19,1.321,0.02531567922014668
19,1.196,0.025308924136163414
14,0.107,0.025302169157248085
7,0.176,0.025295414283397537
7,0.301,0.025288659514608396
7,0.426,0.02528190485087744
15,1.735,0.025275150292201457
15,1.86,0.02526839583857708
15,1.985,0.025261641490001135
20,2.946,0.02525488724647026
20,2.571,0.025248133107981286
17,3.019,0.025241379074530845
17,3.394,0.025234625146115772
17,3.144,0.025227871322732697
11,2.661,0.025221117604378455
11,2.411,0.02521436399104968
11,2.536,0.025207610482743205
11,2.036,0.025200857079455664
